ASIA AVIATION - TOT RETURN IND,ADVANCED INFO SER. - TOT RETURN IND,AIRPORTS OF THAILAND - TOT RETURN IND,ASIAN SEA CORPORATION - TOT RETURN IND,ASIA SERMKIJ LEASING - TOT RETURN IND,BGK.AVIATION FUEL SVS. - TOT RETURN IND,BANK OF AYUDHYA - TOT RETURN IND,BANGKOK BANK - TOT RETURN IND,BANGCHAK CORPORATION ORS - TOT RETURN IND,BANGKOK DUSIT MED.SVS. - TOT RETURN IND,BANGKOK EXPRESSWAY AND METRO - TOT RETURN IND,BANGKOK INSURANCE - TOT RETURN IND,BANGKOK LIFE ASSURANCE - TOT RETURN IND
87190C(RI),314926(RI),28530Q(RI),140261(RI),31572P(RI),15382P(RI),749549(RI),933079(RI),140346(RI),314898(RI),8836T4(RI),755194(RI),68032M(RI)
132.91,15313.02,2153.34,595.89,966.23,1194.56,750.69,2378.4,158.89,19151.3,212.75,10750.5,302.1
131.67,15556.08,2145.48,599.71,962.14,1178.31,750.69,2378.4,158.89,19342.81,214.8,10816.86,299.48
131.67,15394.04,2137.62,592.07,962.14,1178.31,760.5,2355.3,158.89,19342.81,210.7,10750.5,299.48
131.05,15272.51,2137.62,592.07,958.04,1186.43,755.59,2355.3,155.33,19534.33,214.8,10750.5,296.85
131.05,15313.02,2137.62,592.07,958.04,1170.18,755.59,2355.3,155.33,19725.84,222.98,10750.5,296.85
131.67,15394.04,2153.34,599.71,966.23,1186.43,755.59,2343.76,154.14,19534.33,222.98,10750.5,296.85
131.67,15394.04,2153.34,599.71,966.23,1186.43,755.59,2343.76,154.14,19534.33,222.98,10750.5,296.85
131.67,15434.55,2161.2,599.71,966.23,1190.98,755.59,2366.85,155.33,19534.33,222.98,10783.68,294.22
134.76,15394.04,2176.91,603.53,970.32,1182.6,755.59,2366.85,155.33,19725.84,229.12,10783.68,288.97
134.76,15394.04,2176.91,603.53,970.32,1182.6,755.59,2366.85,155.33,19725.84,229.12,10783.68,288.97
132.91,15272.51,2153.34,591.69,970.32,1165.82,760.5,2378.4,152.96,19534.33,228.91,10750.5,290.55
131.05,15313.02,2145.48,568.03,966.23,1165.82,759.52,2389.94,154.14,19342.81,224.79,10717.32,287.88
131.05,15313.02,2129.76,568.03,966.23,1174.21,749.59,2343.76,151.77,18921.48,226.85,10750.5,293.21
130.44,15394.04,2129.76,556.19,970.32,1174.21,754.55,2320.67,148.22,19074.69,226.85,10783.68,290.55
124.25,15272.51,2145.48,512.8,962.14,1157.44,744.63,2332.21,143.47,18844.88,230.97,10717.32,290.55
123.64,15191.48,2137.62,532.52,966.23,1149.05,739.66,2332.21,141.1,18921.48,228.91,10816.86,290.55
123.64,15110.46,2121.9,536.47,962.14,1165.82,739.66,2303.35,141.1,19151.3,233.04,10717.32,287.88
125.49,15110.46,2137.62,540.41,962.14,1182.6,739.66,2309.12,141.1,19074.69,226.85,10816.86,287.88
124.87,15069.95,2114.04,540.41,962.14,1174.21,734.7,2320.67,139.92,19342.81,226.85,10850.04,290.55
124.87,15069.95,2114.04,540.41,962.14,1174.21,734.7,2320.67,139.92,19342.81,226.85,10850.04,290.55
123.64,15394.04,2098.33,536.47,966.23,1174.21,734.7,2320.67,139.92,19725.84,228.91,10816.86,293.21
126.11,15394.04,2098.33,548.3,970.32,1174.21,739.66,2332.21,136.36,20108.87,230.97,10783.68,301.21
124.87,15313.02,2098.33,568.03,958.04,1165.82,739.66,2303.35,135.17,19917.35,230.97,10816.86,298.54
127.35,15434.55,2066.89,560.14,953.95,1165.82,744.63,2309.12,136.36,19725.84,230.97,10816.86,301.21
126.11,15353.53,2090.47,552.25,962.14,1174.21,744.63,2303.35,137.54,19917.35,233.04,10816.86,303.87
123.64,15556.08,2106.18,560.14,966.23,1140.66,739.66,2245.62,139.92,20300.38,233.04,10816.86,293.21
123.02,15556.08,2090.47,560.14,958.04,1157.44,729.73,2251.39,137.54,19917.35,230.97,10883.84,290.55
123.02,15556.08,2090.47,556.19,966.23,1165.82,729.73,2245.62,139.92,19917.35,233.04,10883.84,290.55
123.64,15637.1,2004.02,552.25,966.23,1157.44,729.73,2268.71,139.92,19534.33,233.04,10850.35,293.21
123.64,15637.1,2004.02,552.25,966.23,1157.44,729.73,2268.71,139.92,19534.33,233.04,10850.35,293.21
124.25,15677.61,2043.31,564.08,974.42,1157.44,734.7,2286.03,138.73,20108.87,235.1,10850.35,295.88
124.87,15799.14,2035.45,571.97,974.42,1157.44,739.66,2309.12,139.92,19917.35,237.16,10850.35,298.54
123.64,15758.63,2043.31,587.75,986.7,1157.44,739.66,2309.12,138.73,19917.35,241.28,10850.35,295.88
123.02,15758.63,2074.75,587.75,986.7,1157.44,734.7,2297.58,138.73,19917.35,241.28,10850.35,295.88
123.64,15839.66,2074.75,591.69,990.79,1190.98,739.66,2309.12,142.29,19917.35,245.41,10850.35,295.88
125.49,15880.17,2082.61,587.75,994.89,1199.37,744.63,2320.67,141.1,19917.35,247.47,10883.84,298.54
124.25,16001.7,2090.47,587.75,994.89,1190.98,759.52,2309.12,139.92,19917.35,235.1,10917.32,303.87
124.25,16123.23,2090.47,587.75,986.7,1199.37,769.45,2303.35,141.1,19917.35,233.04,10917.32,301.21
124.25,16082.72,2098.33,579.86,994.89,1190.98,759.52,2297.58,139.92,19917.35,237.16,10984.3,303.87
124.25,15920.68,2090.47,560.14,994.89,1174.21,749.59,2303.35,139.92,19725.84,239.22,10984.3,301.21
124.25,16123.23,2137.62,571.97,994.89,1199.37,749.59,2309.12,141.1,19917.35,243.35,10950.82,298.54
124.87,16447.32,2318.37,583.8,998.98,1207.76,754.55,2320.67,142.29,19725.84,243.35,11084.77,301.21
128.58,16528.34,2334.09,583.8,990.79,1199.37,769.45,2343.76,147.03,19725.84,235.1,11051.28,301.21
125.49,16690.38,2341.95,579.86,990.79,1207.76,769.45,2309.12,145.84,19534.33,233.04,11084.77,295.88
126.73,16609.36,2373.39,571.97,982.61,1199.37,779.38,2309.12,145.84,19534.33,230.97,11118.26,290.55
129.82,16771.4,2357.67,579.86,986.7,1199.37,769.45,2303.35,145.84,19725.84,235.1,11151.75,293.21
129.2,16690.38,2326.23,587.75,994.89,1190.98,769.45,2291.8,147.03,19725.84,235.1,11084.77,290.55
125.49,17338.55,2326.23,583.8,998.98,1174.21,769.45,2286.03,144.66,19917.35,237.16,11151.75,290.55
124.87,17662.63,2310.52,575.92,994.89,1190.98,764.48,2274.49,144.66,19917.35,235.1,11084.77,287.88
124.25,17257.53,2334.09,568.03,986.7,1182.6,774.41,2291.8,147.03,19917.35,235.1,11084.77,290.55
124.87,17176.51,2326.23,587.75,994.89,1182.6,764.48,2280.26,147.03,19725.84,230.97,11084.77,287.88
125.49,17257.53,2357.67,587.75,990.79,1190.98,759.52,2280.26,147.03,19725.84,233.04,11118.26,285.21
123.02,17176.51,2334.09,571.97,978.51,1207.76,754.55,2268.71,145.84,19725.84,233.04,11118.26,279.88
123.64,17095.48,2349.81,575.92,986.7,1199.37,754.55,2274.49,147.03,19725.84,233.04,11319.19,279.88
122.4,17176.51,2326.23,575.92,978.51,1190.98,764.48,2280.26,144.66,19534.33,233.04,11084.77,274.55
121.78,17176.51,2310.52,571.97,986.7,1182.6,764.48,2262.94,143.47,19151.3,230.97,11084.77,274.55
123.02,17581.61,2334.09,571.97,982.61,1182.6,764.48,2280.26,145.84,19534.33,230.97,11151.75,277.22
121.78,17500.59,2318.37,568.03,986.7,1190.98,759.52,2262.94,144.66,19534.33,226.85,11218.72,279.88
121.78,17176.51,2326.23,568.03,990.79,1182.6,754.55,2268.71,149.4,18998.09,218.6,11151.75,277.22
121.78,17419.57,2318.37,564.08,986.7,1199.37,759.52,2257.17,147.03,18768.27,212.41,11051.28,279.88
121.78,17419.57,2318.37,564.08,986.7,1199.37,759.52,2257.17,147.03,18768.27,212.41,11051.28,279.88
121.16,17500.59,2310.52,556.19,986.7,1232.92,759.52,2228.3,144.66,18998.09,212.41,11084.77,274.55
121.78,17419.57,2294.8,544.36,990.79,1224.53,754.55,2222.53,147.03,19074.69,218.6,11084.77,274.55
123.02,17662.63,2286.94,556.19,994.89,1216.15,759.52,2193.67,144.66,19151.3,226.85,11084.77,277.22
121.78,17500.59,2247.64,556.19,1003.08,1216.15,769.45,2193.67,145.84,19074.69,220.66,11084.77,279.88
121.78,17257.53,2271.22,548.3,1003.08,1199.37,779.38,2141.71,147.03,18998.09,220.66,11051.28,277.22
121.16,17500.59,2271.22,575.92,994.89,1207.76,794.27,2153.26,149.4,18998.09,216.54,11084.77,274.55
122.4,17419.57,2263.36,560.14,1019.45,1207.76,799.23,2153.26,149.4,19534.33,222.72,11084.77,279.88
120.55,17257.53,2255.5,560.14,1019.45,1207.76,799.23,2141.71,148.22,19151.3,218.6,11084.77,274.55
120.55,17257.53,2255.5,560.14,1019.45,1207.76,799.23,2141.71,148.22,19151.3,218.6,11084.77,274.55
119.93,17338.55,2263.36,548.3,1019.45,1190.98,784.34,2107.07,144.66,18998.09,216.54,11017.79,274.55
118.69,17257.53,2263.36,544.36,1019.45,1216.15,779.38,2095.53,143.47,19151.3,216.54,11017.79,277.22
118.07,17176.51,2255.5,524.64,1019.45,1199.37,774.41,2066.66,142.29,18844.88,216.54,11017.79,271.89
118.07,17176.51,2224.07,504.91,1023.55,1190.98,764.48,2049.35,138.73,19074.69,216.54,11051.28,265.49
117.45,16690.38,2184.77,493.08,1023.55,1182.6,759.52,2049.35,136.36,18921.48,214.48,10984.3,256.96
116.22,17419.57,2176.91,493.08,1033.78,1174.21,754.55,2043.57,137.54,19151.3,214.48,10950.82,253.76
110.04,17824.68,2184.77,493.08,1054.25,1174.21,734.7,1980.07,137.54,19074.69,228.91,10950.82,239.9
110.65,17743.66,2231.93,485.19,1074.73,1182.6,734.7,1951.21,133.99,19151.3,226.85,10950.82,233.5
109.42,17905.7,2192.63,489.13,1074.73,1165.82,729.73,1991.62,133.99,18921.48,224.79,10984.3,229.24
109.42,17905.7,2192.63,489.13,1074.73,1165.82,729.73,1991.62,133.99,18921.48,224.79,10984.3,229.24
102.62,18067.74,2114.04,449.69,1033.78,1149.05,719.81,1974.3,128.06,18615.07,224.79,10883.84,224.97
101.38,18148.76,2161.2,457.58,1011.27,1123.89,699.95,1905.03,129.24,18155.43,224.79,10883.84,226.04
97.67,17500.59,2184.77,445.74,1011.27,1123.89,675.13,1928.12,126.87,17849.02,222.72,10883.84,220.71
98.29,17968.89,2216.21,461.52,1015.36,1140.66,690.02,1997.39,124.5,17772.41,220.66,10850.35,215.38
100.15,17968.89,2247.64,469.41,1019.45,1140.66,699.95,1997.39,125.69,17695.8,230.97,10850.35,219.64
99.53,18463.45,2208.35,465.47,1019.45,1132.27,704.91,1951.21,124.5,17695.8,224.79,10883.84,219.64
99.53,18793.16,2208.35,461.52,1023.55,1131.6,690.02,1962.75,125.69,17695.8,226.85,10917.32,218.58
97.05,18958.01,2208.35,453.63,1033.78,1131.6,685.06,1974.3,126.87,17695.8,230.15,10950.82,214.31
97.05,19122.86,2231.93,453.63,1033.78,1148.49,685.06,1985.85,125.69,18155.43,234.3,10950.82,216.44
94.58,19122.86,2216.21,445.74,1015.36,1123.16,680.09,1956.98,123.32,18078.83,232.22,10883.22,213.24
95.2,18875.58,2231.93,441.8,1033.78,1140.05,675.13,1951.21,123.32,18002.22,230.15,10883.22,214.31
94.58,18958.01,2239.79,441.8,1033.78,1131.6,675.13,1928.12,124.5,17925.61,228.08,10849.42,214.31
98.29,19040.43,2239.79,445.74,1044.02,1131.6,690.02,1945.44,132.96,17925.61,226,10849.42,216.66
98.91,19122.86,2263.36,500.97,1054.25,1123.16,694.98,1974.3,131.75,18078.83,232.22,10849.42,222.07
98.29,18793.16,2279.08,489.13,1044.02,1131.6,680.09,1968.53,130.55,18078.83,232.22,10917.02,223.16
97.67,18958.01,2263.36,485.19,1064.49,1123.16,680.09,1945.44,128.13,17849.02,228.08,10815.62,219.91
98.29,19287.71,2334.09,493.08,1074.73,1123.16,680.09,1945.44,129.34,18155.43,232.22,10883.22,219.91
98.91,19534.99,2341.95,485.19,1095.2,1131.6,685.06,1951.28,131.75,18078.83,236.37,10883.22,220.99
98.91,19370.14,2334.09,485.19,1084.96,1140.05,680.09,1962.96,129.34,18155.43,234.3,10883.22,222.07
98.91,19370.14,2334.09,481.24,1095.2,1123.16,685.06,1968.8,129.34,18768.27,234.3,10815.62,218.82
98.29,18793.16,2334.09,481.24,1095.2,1131.6,690.02,1998.01,130.55,18768.27,236.37,10849.42,219.91
100.15,18875.58,2334.09,493.08,1074.73,1131.6,697.96,2073.96,134.17,19113,234.3,10917.02,233.99
100.15,18216.17,2294.8,477.3,1033.78,1131.6,702.98,2103.17,134.17,18803.48,230.15,10849.42,231.82
100.15,18381.02,2263.36,481.24,1054.25,1123.16,702.98,2068.12,131.75,18726.09,230.15,10815.62,230.74
97.67,18381.02,2310.52,477.3,1084.96,1131.6,697.96,2021.38,136.59,18493.95,228.08,10849.42,227.49
95.2,18545.88,2310.52,477.3,1105.43,1123.16,702.98,2015.54,139.01,17952.29,230.15,10815.62,222.07
96.44,18875.58,2326.23,469.41,1084.96,1131.6,692.94,2062.28,132.96,18107.05,230.15,10883.22,218.82
95.2,18463.45,2326.23,465.47,1074.73,1131.6,687.92,2097.33,131.75,18571.34,228.08,10849.42,217.74
95.2,18298.6,2318.37,453.63,1064.49,1123.16,682.9,2103.17,131.75,18416.57,226,10815.62,217.74
94.58,17391.91,2279.08,445.74,1064.49,1114.71,677.88,2073.96,131.75,18261.82,226,10815.62,216.66
94.58,17968.89,2294.8,449.69,1064.49,1106.27,677.88,2091.49,129.34,18339.19,228.08,10815.62,212.32
94.58,17721.62,2318.37,449.69,1084.96,1097.82,672.86,2103.17,130.55,18339.19,226,10815.62,216.66
93.96,18133.75,2318.37,445.74,1095.2,1114.71,672.86,2056.44,132.96,18571.34,226,10849.42,218.82
93.35,18216.17,2334.09,445.74,1084.96,1114.71,677.88,2044.75,131.75,18648.72,226,10815.62,218.82
93.96,18133.75,2349.81,441.8,1095.2,1114.71,667.84,2027.23,131.75,18726.09,223.93,10849.42,219.91
93.96,18051.32,2334.09,437.85,1095.2,1097.82,667.84,2021.38,131.75,18571.34,221.85,10815.62,217.74
93.96,18133.75,2294.8,437.85,1084.96,1106.27,662.81,1968.8,126.92,18416.57,221.85,10815.62,216.66
92.73,18216.17,2302.66,461.52,1084.96,1106.27,657.79,1968.8,125.71,18416.57,219.78,10748.02,213.41
93.35,18463.45,2302.66,473.35,1074.73,1097.82,652.77,1933.75,125.71,18261.82,219.78,10748.02,213.41
93.35,18298.6,2326.23,457.58,1064.49,1106.27,667.84,1957.12,128.13,18261.82,223.93,10714.22,211.24
93.35,18628.3,2318.37,453.63,1084.96,1114.71,662.81,1951.28,129.34,18184.43,226,10748.02,213.41
92.73,18793.16,2341.95,449.69,1054.25,1106.27,657.79,1968.8,125.71,18107.05,223.93,10646.63,212.32
92.73,18628.3,2318.37,449.69,1054.25,1097.82,647.75,1945.44,126.92,18029.67,223.93,10680.43,213.41
91.49,18875.58,2357.67,445.74,1054.25,1106.27,647.75,1980.49,126.92,18107.05,223.93,10680.43,210.16
91.49,18875.58,2357.67,445.74,1054.25,1106.27,647.75,1980.49,126.92,18107.05,223.93,10680.43,210.16
87.78,19287.71,2373.39,445.74,1064.49,1097.82,647.75,1951.28,125.71,18261.82,223.93,10646.63,210.16
84.07,19452.57,2420.54,441.8,1064.49,1097.82,652.77,1951.28,123.29,18184.43,221.85,10815.62,210.16
85.31,18958.01,2420.54,441.8,1064.49,1097.82,652.77,1945.44,122.08,18184.43,221.85,10612.83,210.16
84.69,19040.43,2428.4,445.74,1064.49,1089.38,662.81,1957.12,122.08,18029.67,221.85,10815.62,207.99
82.22,19205.29,2420.54,445.74,1064.49,1080.93,657.79,1957.12,120.39,17952.29,219.78,10815.62,207.99
82.84,19040.43,2420.54,445.74,1064.49,1097.82,662.81,1968.8,120.88,17952.29,219.78,10714.22,205.82
82.84,19040.43,2420.54,445.74,1064.49,1097.82,662.81,1968.8,120.88,17952.29,219.78,10714.22,205.82
82.22,19205.29,2451.98,441.8,1054.25,1097.82,652.77,1916.22,118.46,18416.57,219.78,10646.63,197.16
77.27,19122.86,2396.96,426.02,1044.02,1072.49,627.66,1927.91,114.59,18416.57,223.93,10545.23,190.66
77.89,19122.86,2436.26,392.88,1054.25,1064.04,617.62,1927.91,114.11,18571.34,223.93,10443.83,189.57
77.27,19617.42,2459.83,380.26,1054.25,1064.04,612.6,1945.44,114.11,18493.95,228.08,10308.64,192.82
77.89,19617.42,2475.55,394.46,1054.25,1064.04,627.66,2062.28,115.56,18416.57,226,10342.44,193.91
79.13,18875.58,2459.83,392.88,1064.49,1080.93,637.71,2033.07,119.42,18571.34,223.93,10342.44,201.49
77.89,18545.88,2451.98,391.31,1044.02,1089.38,627.66,2033.07,117.97,18571.34,223.93,10410.04,199.32
79.75,19040.43,2514.85,389.73,1054.25,1089.38,637.71,2062.28,118.94,18493.95,223.93,10410.04,202.57
79.75,19122.86,2491.27,391.31,1044.02,1089.38,637.71,2056.44,117.49,18493.95,226,10342.44,198.24
80.98,18875.58,2514.85,392.88,1054.25,1080.93,637.71,2079.81,118.46,18493.95,223.93,10342.44,204.74
82.22,19122.86,2514.85,398.41,1054.25,1080.93,642.73,2091.49,122.08,18416.57,223.93,10376.23,209.07
83.45,18958.01,2522.71,394.46,1064.49,1080.93,652.77,2079.81,124.5,18261.82,223.93,10410.04,213.41
79.75,18793.16,2514.85,391.31,1044.02,1080.93,657.79,2050.59,122.08,18261.82,223.93,10410.04,210.16
77.27,19205.29,2499.13,391.31,1054.25,1072.49,657.79,2073.96,123.29,18029.67,223.93,10342.44,224.24
74.18,19205.29,2459.83,388.15,1044.02,1064.04,647.75,2038.91,120.88,18571.34,223.93,10376.23,226.41
71.09,19122.86,2483.41,386.57,1054.25,1064.04,647.75,2027.23,120.88,18571.34,221.85,10342.44,232.91
69.85,19040.43,2514.85,383.42,1033.78,1055.6,642.73,2021.38,118.94,18493.95,223.93,10342.44,228.57
68,18958.01,2538.42,375.53,1044.02,1013.38,647.75,2027.23,119.91,18571.34,223.93,10376.23,232.91
67.38,18710.73,2546.28,355.02,1044.02,971.15,647.75,2033.07,117.49,18648.72,223.93,10342.44,237.24
64.91,18710.73,2522.71,347.13,1033.78,962.71,652.77,2056.44,114.11,18571.34,223.93,10342.44,231.82
65.53,18133.75,2514.85,343.97,1044.02,962.71,647.75,2073.96,112.66,18571.34,223.93,10241.04,226.41
66.76,18133.75,2522.71,326.61,1044.02,971.15,652.77,2085.65,115.56,18726.09,223.93,10241.04,232.91
66.15,18463.45,2530.56,331.35,1054.25,1004.93,657.79,2091.49,117.49,18726.09,221.85,10138.63,238.32
68,18216.17,2491.27,336.08,1044.02,1013.38,657.79,2068.12,118.46,18571.34,221.85,10241.04,239.41
72.33,18051.32,2459.83,337.66,1033.78,996.49,652.77,2062.28,122.08,18958.24,219.78,10241.04,242.65
69.24,18051.32,2373.39,336.08,1033.78,996.49,652.77,2079.81,120.88,19035.62,219.78,10343.45,238.32
68,17474.34,2373.39,332.93,1044.02,996.49,647.75,2062.28,120.88,19035.62,223.93,10206.9,236.16
68,17062.21,2349.81,331.35,1044.02,988.04,632.69,2033.07,122.08,19035.62,221.85,10206.9,228.57
70.47,17391.91,2334.09,331.35,1044.02,979.6,627.66,2027.23,124.5,19113,226,10275.18,232.91
70.47,17639.19,2349.81,326.61,1044.02,988.04,627.66,1986.33,124.5,18880.85,226,10241.04,228.57
70.47,17639.19,2349.81,326.61,1044.02,988.04,627.66,1986.33,124.5,18880.85,226,10241.04,228.57
70.47,17474.34,2365.53,329.77,1044.02,988.04,622.64,1980.49,124.5,18726.09,226,10206.9,229.66
68.62,17639.19,2294.8,326.61,1033.78,971.15,617.62,2003.86,124.5,18958.24,226,10172.77,227.49
68.62,17639.19,2294.8,326.61,1033.78,971.15,617.62,2003.86,124.5,18958.24,226,10172.77,227.49
68,17474.34,2341.95,321.88,1054.25,971.15,602.56,1974.65,124.5,19113,234.3,10036.22,220.99
69.24,17556.76,2406.39,323.46,1064.49,979.6,602.56,1887.01,125.71,19345.14,234.3,10104.49,220.99
69.24,17227.06,2406.39,323.46,1054.25,988.04,607.58,1770.17,130.55,19732.04,236.37,10138.63,224.24
68.62,17144.63,2366.55,343.97,1044.02,962.71,592.52,1770.17,129.34,19345.14,230.15,10138.63,219.91
66.15,17309.48,2350.62,331.35,1044.02,979.6,587.49,1822.75,130.55,19267.75,230.15,10070.36,215.57
67.38,17968.89,2390.46,336.08,1054.25,979.6,587.49,1828.59,131.75,19345.14,230.15,10206.9,217.74
68,18133.75,2390.46,332.93,1064.49,971.15,587.49,1857.8,130.55,19538.59,236.37,10138.63,220.99
68.62,17804.04,2398.43,334.5,1044.02,971.15,597.54,1846.12,131.75,19538.59,234.3,10104.49,226.41
67.38,18133.75,2390.46,334.5,1054.25,971.15,597.54,1875.33,132.96,19732.04,230.15,10070.36,229.66
66.15,17721.62,2334.68,331.35,1054.25,971.15,587.49,1875.33,130.55,19925.49,228.08,10036.22,223.16
66.76,17721.62,2358.58,334.5,1054.25,988.04,587.49,1881.17,129.34,20118.95,228.08,10036.22,225.32
66.76,17721.62,2382.49,331.35,1044.02,1004.93,597.54,1869.49,130.55,20118.95,226,10002.08,225.32
68,17639.19,2366.55,332.93,1033.78,1013.38,597.54,1863.65,134.17,20118.95,228.08,10104.49,226.41
69.24,17556.76,2366.55,336.08,1044.02,1013.38,602.56,1869.49,135.38,20118.95,226,10070.36,224.24
69.24,17556.76,2366.55,336.08,1044.02,1013.38,602.56,1869.49,135.38,20118.95,226,10070.36,224.24
69.24,17556.76,2366.55,336.08,1044.02,1013.38,602.56,1869.49,135.38,20118.95,226,10070.36,224.24
69.85,17968.89,2398.43,334.5,1064.49,1030.27,602.56,1910.38,140.22,20312.4,226,10036.22,226.41
69.24,17804.04,2358.58,332.93,1044.02,1021.82,597.54,1875.33,140.22,19538.59,228.08,10070.36,227.49
63.05,17886.47,2302.81,325.04,1033.78,1004.93,582.47,1822.75,134.17,19538.59,226,10002.08,216.66
64.29,18381.02,2350.62,323.46,1044.02,996.49,592.52,1828.59,136.59,19732.04,234.3,9967.95,217.74
61.82,18133.75,2326.71,325.04,1044.02,988.04,592.52,1787.7,134.17,19538.59,232.22,9899.67,209.07
63.05,17968.89,2366.55,325.04,1044.02,988.04,597.54,1805.22,136.59,19732.04,230.15,9899.67,212.32
63.67,17639.19,2358.58,321.88,1044.02,988.04,597.54,1805.22,135.38,19732.04,232.22,9899.67,215.57
66.15,17556.76,2382.49,320.3,1044.02,971.15,592.52,1787.7,129.34,19732.04,234.3,9899.67,218.82
63.67,17556.76,2406.39,320.3,1064.49,988.04,592.52,1781.86,130.55,19732.04,236.37,9967.95,219.91
63.67,17556.76,2382.49,318.73,1054.25,996.49,592.52,1776.01,130.55,19732.04,232.22,9933.81,217.74
64.91,17556.76,2390.46,318.73,1064.49,996.49,602.56,1805.22,131.75,19925.49,232.22,10002.08,220.99
64.29,17886.47,2390.46,325.04,1064.49,988.04,602.56,1799.38,135.38,20118.95,236.37,10070.36,227.49
63.05,17886.47,2366.55,321.88,1074.73,1013.38,592.52,1752.64,131.75,19732.04,234.3,10002.08,218.82
60.89,18051.32,2294.84,318.73,1084.96,996.49,602.56,1723.43,130.55,19113,232.22,9967.95,216.66
58.42,18051.32,2262.97,317.15,1074.73,1004.93,597.54,1764.33,128.13,19345.14,234.3,9967.95,215.57
59.65,17968.89,2270.93,318.73,1074.73,996.49,592.52,1735.12,124.5,19925.49,234.3,9967.95,216.66
59.65,18381.02,2278.9,312.41,1084.96,988.04,592.52,1723.43,123.29,20118.95,230.15,9967.95,213.41
55.64,17804.04,2191.25,309.26,1044.02,979.6,577.45,1676.7,120.39,19732.04,226,9967.95,207.99
56.56,17804.04,2167.35,306.1,1033.78,962.71,572.43,1659.17,122.08,19538.59,226,9899.67,206.91
54.4,17639.19,2215.16,309.26,1044.02,971.15,567.41,1647.49,122.08,19267.75,223.93,9933.81,205.82
53.78,16732.5,2215.16,315.57,1044.02,971.15,567.41,1670.85,120.88,19538.59,228.08,9933.81,205.82
53.78,16814.93,2247.03,318.73,1054.25,962.71,562.39,1682.54,120.88,19267.75,228.08,9831.4,209.07
56.56,16897.36,2239.06,320.3,1033.78,945.82,562.39,1670.85,119.42,18880.85,223.93,9831.4,205.82
62.44,17144.63,2255,318.73,1033.78,962.71,567.41,1682.54,124.5,19345.14,226,9831.4,206.91
61.51,17309.48,2326.71,320.3,1033.78,962.71,567.41,1676.7,125.71,19732.04,226,9831.4,207.99
61.51,16814.93,2326.71,321.88,1054.25,971.15,577.45,1717.59,130.55,19538.59,226,9831.4,210.16
59.96,16444.01,2278.9,317.15,1054.25,954.26,577.45,1735.12,131.75,19538.59,228.08,9728.99,209.07
59.96,16444.01,2278.9,317.15,1054.25,954.26,577.45,1735.12,131.75,19538.59,228.08,9728.99,209.07
55.64,16196.73,2247.03,315.57,1044.02,954.26,562.39,1711.75,128.13,19190.38,230.15,9626.58,210.16
56.25,16485.22,2255,315.57,1044.02,962.71,567.41,1729.28,130.55,19267.75,234.3,9626.58,213.41
55.95,16320.37,2247.03,315.57,1044.02,954.26,567.41,1729.28,126.92,19113,228.08,9592.44,212.32
55.64,16814.93,2231.09,315.57,1054.25,962.71,567.41,1723.43,129.34,19190.38,228.08,9558.3,206.91
54.09,17639.19,2231.09,317.15,1044.02,945.82,567.41,1705.91,126.92,18880.85,223.93,9490.03,205.82
53.47,17556.76,2207.19,317.15,1033.78,945.82,572.43,1665.01,128.13,18726.09,228.08,9455.89,207.99
51.31,17602.92,2159.38,313.99,1044.02,920.48,567.41,1641.64,128.13,19035.62,228.08,9251.07,202.57
51.62,17267.63,2055.79,312.41,1044.02,895.15,567.41,1635.8,129.34,18880.85,221.85,9114.52,198.24
49.76,17686.75,2079.7,315.57,1044.02,895.15,567.41,1659.17,128.13,18726.09,223.93,8943.84,198.24
45.44,17267.63,2015.95,298.21,1003.08,852.92,542.3,1612.43,120.88,18029.67,215.63,8602.47,191.74
44.2,17351.45,2063.76,302.95,990.79,837.72,532.26,1612.43,120.88,18107.05,215.63,8534.2,183.07
38.33,16513.22,1992.05,295.06,941.66,793.81,502.13,1495.59,113.62,16946.34,205.27,8465.93,171.16
40.49,17099.98,2000.02,299.79,966.23,793.81,512.17,1548.17,116.04,17952.29,205.27,8465.93,172.24
39.87,16764.69,1904.4,298.21,933.48,803.94,492.09,1536.49,116.04,17178.48,191.79,8431.79,167.91
38.95,16555.13,1952.21,287.17,933.48,790.43,486.06,1565.7,114.59,17255.87,191.79,8397.65,166.83
46.36,16848.51,1992.05,290.32,933.48,820.83,498.11,1589.06,116.04,17565.38,199.05,8534.2,171.16
46.36,16722.78,2015.95,288.75,933.48,834.35,494.1,1571.54,116.04,17565.38,198.01,8534.2,175.49
47.6,16722.78,2047.83,295.06,926.11,844.48,496.11,1518.96,116.04,17720.14,198.01,9216.93,175.49
47.6,16429.39,2023.92,291.9,917.24,830.97,488.07,1501.43,114.57,17488.01,194.9,9216.93,171.16
47.29,15800.72,1920.33,272.97,850.78,793.81,461.96,1390.43,97.92,16791.58,189.72,8431.79,160.33
46.36,16052.19,1952.21,272.97,868.5,793.81,461.96,1402.12,98.41,17023.72,188.68,8636.61,158.16
43.58,15507.34,1928.3,261.92,868.5,790.43,461.96,1384.59,98.9,16714.2,180.39,8739.02,153.83
39.87,14543.37,1681.29,227.21,762.15,709.36,431.83,1244.38,88.13,15301.73,157.58,8397.65,134.33
39.25,14878.66,1800.81,233.52,744.43,695.85,431.83,1191.8,88.13,15615.61,159.65,7944.67,129.99
